"lambda.input","lambda.est","kappa","kappa.z"
0.55,0.486071728354972,0.0641440446174937,0.1922
0.55,0.751918912539971,0.363194436483253,4.4364
0.55,0.434441984259738,0.0993286729743946,0.8472
0.55,0.11249923219476,0.0896774790737475,-0.7562
0.55,1e-06,0.127455714739442,0.9067
0.55,0.141609659009355,0.154453511829676,0.5912
0.55,0.207293844869706,0.226800724448347,1.56
0.55,0.53822377035281,0.309570373178036,3.0243
0.55,0.556685011033279,0.221775183070538,2.4078
0.55,0.391468834531789,0.0301254086595646,-0.493
0.55,0.645531581631196,0.0863631882069438,1.6713
0.55,0.234664989803565,0.0836217825871487,1.3348
0.55,0.117895756787485,0.154995146264066,1.2229
0.55,0.516421617497784,0.206166086608404,3.1749
0.55,0.527651825614282,0.142009441771333,1.4999
0.55,0.311717761434255,0.0680105491360917,0.9653
0.55,0.41036951595232,0.133096148357334,0.9335
0.55,0.628816015789253,0.0828063228663709,2.2637
0.55,0.577497789513911,0.00242592697531687,-0.9023
0.55,0.496714009213861,0.0996028141532132,1.2351
0.55,0.722568950265761,0.24839462074645,2.8688
0.55,0.489354152980198,0.122559952591867,1.8544
0.55,0.537178123761796,0.0515234927737389,0.8898
0.55,0.238774383041579,0.122216904739702,0.6948
0.55,0.359500938754501,0.0892202565958059,1.0776
0.55,0.442100998035948,0.238303806295561,1.8255
0.55,0.522892150340708,0.0302538857647374,-0.9815
0.55,0.202364880047149,0.18921031393718,1.8517
0.55,0.463159448680935,0.081825697011822,0.4024
0.55,0.666509039885628,0.400824201418846,3.8242
0.55,0.466383382403288,0.345755921800337,2.4259
0.55,0.651806598652789,0.189310903693934,1.6369
0.55,0.690432390616391,0.241835059074164,2.0585
0.55,0.279001690962674,0.0474127939734513,-0.3851
0.6,0.597006305389521,0.252425246150728,1.5628
0.6,0.690489646808953,0.0827894114394753,1.4731
0.6,0.896433210577162,0.410802672136321,4.4937
0.6,0.737626459666577,0.126506060201785,1.6763
0.6,0.621225329522347,0.00625785717220258,-0.1427
0.6,0.640103138826367,0.289090767547328,3.5753
0.6,0.570888038856433,0.141952083483654,1.9392
0.6,0.442218407192243,0.084615148664109,-0.3844
0.6,0.64776204245445,0.0957265535184316,1.1797
0.6,1e-06,0.0571372327317996,0.8129
0.6,0.648398872108335,0.26276919146527,3.5799
0.6,0.249675683043378,0.254718537903212,1.3773
0.6,0.452118570067629,0.105104069070085,1.0782
0.6,0.111417049787443,0.115254150554365,0.8329
0.6,0.646171114683055,0.184953167036377,3.3074
0.6,0.580473753768572,0.0855341103710293,0.426
0.6,1e-06,0.242326492345995,1.3985
0.6,1e-06,0.0850946042842885,-0.3869
0.6,0.84664251743366,0.386588233983904,3.8817
0.6,0.645850785549221,0.250833307944434,2.5234
0.6,0.120315074164886,0.0150716963389732,1.2369
0.6,0.481368892492995,0.143395330745696,1.3152
0.6,0.696635627062638,0.3193226481602,2.8871
0.6,0.632264964747364,0.523638749246585,3.2523
0.6,0.938172121871352,0.282801925673534,3.7063
0.6,0.511831585641284,0.109827830606555,1.0879
0.6,0.775867346576159,0.259704976349287,4.0708
0.6,0.654709121368309,0.0780856288362813,1.1067
0.6,0.437499696250703,0.0239110949074203,0.6328
0.6,0.710951757143044,0.286135984922678,1.8367
0.6,0.271384552212776,0.150654813872952,1.0583
0.6,0.169952910235592,0.0400295832166164,-0.4456
0.6,0.0753590544193409,0.137085536315958,-0.1126
0.6,0.785794559194192,0.306791218477652,3.8722
0.6,0.0950335220871441,0.0989045549609942,-0.0445
0.6,0.595034037190122,0.274835794374077,2.7104
0.6,0.458405670480129,0.0992955590147377,0.7256
0.6,0.288984090768422,0.184933082879201,1.9216
0.6,0.677879658004775,0.195091790732328,2.8538
0.6,0.570471281347771,0.136405814932158,2.5932
0.6,0.847175314860998,0.339082814349697,4.2479
0.6,0.751810893395828,0.237363011595351,2.7456
0.6,0.706210993671845,0.109939720910433,0.9439
0.6,0.569656872281143,0.106475266616836,1.7455
0.6,0.655179595001492,0.0809461174433401,0.9615
0.6,0.579057735925084,0.232462401257268,2.8767
0.6,0.708875097207582,0.0728649413154984,2.2293
0.6,0.639365756659399,0.137642852783211,2.1661
0.6,0.518606060696711,0.0959737342214897,0.8323
0.6,0.576772336458076,0.056759794661025,1.0059
0.65,0.695337280926014,0.194513091803704,2.7572
0.65,0.497617191912322,0.183351313365445,2.3482
0.65,0.642286444909532,0.192751430579829,1.9886
0.65,0.427907322464126,0.109732467778691,0.2854
0.65,0.916528630773758,0.497847962596688,3.9256
0.65,0.395042278088825,0.0820173632652002,0.2977
0.65,0.612353129939398,0.184952355630106,2.0491
0.65,0.52688031581935,0.0232964747526231,-0.8659
0.65,0.812116231992337,0.267794855531818,3.7546
0.65,0.32165633557701,0.0418305237242587,0.0471
0.65,0.813263391100636,0.244017120106726,3.1517
0.65,0.492329702046764,0.0354010534208553,0.0401
0.65,0.683056838622057,0.0898478899893299,0.703
0.65,0.576435416277452,0.0686972345018273,1.6372
0.65,0.686094557439774,0.0787480246675473,1.908
0.65,0.572976513170128,0.14173307324508,2.2366
0.65,0.589728313903842,0.239967771391683,4.1915
0.65,0.577164456493308,0.121322014966347,0.8704
0.65,0.730253582146131,0.000666652989818711,-0.2184
0.65,0.630207150410928,0.0952808808757625,0.5534
0.65,0.751249028852685,0.168719957761248,1.633
0.65,0.371796035225165,0.133798577850035,0.4577
0.65,0.580474526859467,0.140631701394586,1.5519
0.65,0.524516495002088,0.127028736011809,2.5332
0.65,0.30394248728847,0.20766487945256,1.6094
0.65,0.623766948899493,0.173855285735501,1.5029
0.65,0.568892796864427,0.070093200921594,0.797
0.65,0.486954440593377,0.148265081615944,2.2341
0.65,0.369587504220371,0.0868907296782929,0.876
0.65,1e-06,0.239357855604063,2.3234
0.65,0.690112328245173,0.0617304713824536,0.8206
0.65,0.664070642590463,0.312527232017565,3.6005
0.65,0.708103867875077,0.052910248220963,0.4076
0.65,0.796466253792867,0.171576820804705,1.9067
0.65,0.781553772231761,0.284950055814169,2.4122
0.65,0.799755740455969,0.0905128501359727,1.0252
0.65,0.445721289963435,0.0846134037819729,2.8007
0.65,0.386128165092029,0.139081248083962,0.9548
0.65,1e-06,0.0454190865817053,0.3099
0.65,0.520553088204189,0.120315255712746,1.4127
0.65,0.730521724641091,0.257932724104313,3.4359
0.65,0.72200588675132,0.148968089899254,1.1139
0.65,0.62951835455607,0.192652753396671,1.4879
0.65,1e-06,0.0587357711203926,0.301
0.65,0.775265042498142,0.254517554271194,3.6812
0.65,0.569937733767493,0.0128049147500397,0.6383
0.65,0.46777721711424,0.0295342699508123,-1.797
0.65,0.381545815662787,0.275026315140321,2.4703
0.65,0.625233766059914,0.0747600011776338,0.3908
0.65,0.578515985097523,0.0680957934166783,1.3455
0.7,0.466751485348376,0.0648069338618282,0.9977
0.7,0.741291734004118,0.239684499976462,2.4742
0.7,0.616280670376653,0.221067339884108,3.4362
0.7,0.771430667302086,0.219239069330449,2.2835
0.7,0.633385741848154,0.217865433713871,1.7049
0.7,0.632048503501418,0.0890726333433896,1.7627
0.7,0.502799321419038,0.131621928363268,1.1156
0.7,0.629770709461116,0.138997583207899,1.6092
0.7,0.623739062114609,0.0889537435463121,0.8606
0.7,0.784854036579563,0.337491499107112,3.322
0.7,0.434594089524703,0.229626886296608,2.3948
0.7,0.726061018611208,0.0427438267355708,0.282
0.7,0.863333470693848,0.446314462498859,4.5082
0.7,0.829301227331451,0.371533492338672,3.902
0.7,0.52856162416773,0.198287700437404,3.1118
0.7,0.678854691259309,0.194608939250372,2.7725
0.7,0.6500078333382,0.23612769460046,3.3422
0.7,0.644938083557611,0.0696848214333139,0.7107
0.7,0.79337725175303,0.283718860906922,3.1068
0.7,0.582571017640433,0.0805439419133146,0.8837
0.7,0.681346430984405,0.37397528360295,2.8296
0.7,0.818657144670244,0.267825754326098,4.2793
0.7,0.717717118875461,0.195757959459242,2.0985
0.7,0.789393703336685,0.18700663204749,1.5476
0.7,0.390103705740649,0.215761799871566,1.8636
0.7,0.590474948980974,0.190204765340159,1.8848
0.7,0.781044709073752,0.360937173893311,3.0265
0.7,0.783306598540344,0.296538199544192,3.2777
0.7,0.83973699461663,0.238408230198536,4.185
0.7,0.756924046636778,0.209536760010727,0.9338
0.7,0.587928037561503,0.320275490774469,3.1979
0.7,0.366882650273295,0.164220042475328,2.4638
0.7,0.562658801387644,0.0867384350255688,1.0761
0.7,0.770776677317477,0.28051882062709,5.1053
0.7,0.288952471618507,0.0458048450048846,-0.012
0.7,0.703184354594847,0.115416033060323,0.984
0.7,0.896573766195271,0.212132565017652,2.8814
0.7,0.727647362403706,0.140282079960513,1.0282
0.7,0.716136517269882,0.230439691877527,2.2857
0.7,0.571483365323774,0.223849837096109,2.107
0.7,0.909532459104778,0.284316674184476,5.7958
0.7,0.408084435570005,0.0032161890165098,-0.1832
0.7,0.677947849946615,0.13168620866453,1.4346
0.7,0.751380550506804,0.160178052119205,3.8923
0.7,0.559178389522265,0.0993308166496212,1.5808
0.7,0.606672485000113,0.236301783770295,3.4337
0.7,0.780104806140749,0.245049216517573,3.3146
0.7,0.899023411987547,0.236319133794945,2.6455
0.7,0.831048966520453,0.276102654034115,3.2872
0.7,0.20580658490871,0.166585078840084,1.8713
0.75,0.72630641389714,0.288000478205366,3.3542
0.75,0.638588702581254,0.313922164584561,2.0706
0.75,0.628569224126913,0.250895305639897,3.4936
0.75,0.680414578455423,0.0656549089767415,1.2268
0.75,0.6810099063677,0.145436216117671,1.409
0.75,0.256987620407089,0.115671220765382,0.8852
0.75,0.675029579398087,0.191468067590441,2.5925
0.75,0.676346781025676,0.537425119857601,3.8128
0.75,0.776992615987987,0.2940405023865,2.4377
0.75,0.712528661305532,0.209614420804321,2.2648
0.75,0.0997392801976249,0.153220653930405,0.9829
0.75,0.609680785139483,0.132643513365337,2.1303
0.75,0.821329925641576,0.365303038695188,3.4609
0.75,0.705820931360814,0.200087813582286,4.1388
0.75,0.609352271485965,0.183518301996359,2.8581
0.75,0.811215487554164,0.14392957461988,2.454
0.75,0.630709831006333,0.240951357598703,4.2041
0.75,0.725253140062022,0.106173675360724,1.4211
0.75,0.690595488313379,0.377696846841421,2.5372
0.75,0.872472533596469,0.46783960187777,4.9045
0.75,0.647164525443974,0.075256061217449,0.0687
0.75,0.543858199266042,0.215014000690791,2.5379
0.75,0.896394407472053,0.374106916466109,3.8388
0.75,0.640003119806279,0.225924088464156,2.4425
0.75,0.195908352704455,0.206406782641389,1.4143
0.75,0.719164059654627,0.193565378039144,1.8298
0.75,0.588366321577976,0.127484144153869,0.9298
0.75,0.812274176373456,0.438404906186313,3.2093
0.75,0.664697824886562,0.36858187479839,2.6258
0.75,0.545815200659913,0.0907243164960254,1.6747
0.75,0.183135902454787,0.237948739473222,2.6084
0.75,0.750866013309356,0.189668130251842,2.6124
0.75,0.678348205298346,0.0448818462643822,0.1029
0.75,0.611579489544454,0.0176934972295841,-0.9524
0.75,0.749961189190555,0.0403907302204916,1.2209
0.75,0.406159098539731,0.091395762207235,0.4187
0.75,0.681076487064655,0.141440754641063,1.5571
0.75,0.605673102308726,0.21252304875498,2.3489
0.75,0.790366587090008,0.333493927021731,3.0092
0.75,0.626365573108131,0.111388464902925,0.6833
0.75,0.783324503012329,0.203964874051987,3.226
0.75,0.275702178228732,0.197373399452543,1.0205
0.75,0.300455409602878,0.05200701409223,0.2015
0.75,0.627613213228048,0.0739780689079324,0.9603
0.75,0.861744167747879,0.195741948627993,2.6779
0.75,0.696280413865136,0.310960664951958,4.4997
0.75,0.607706116943365,0.213710431620965,2.5734
0.75,0.854598217656553,0.295279337841106,3.127
0.75,0.736455626223964,0.257356090688538,2.9287
0.75,0.848454646334447,0.0046785013643976,-0.0324
0.8,0.705652624461215,0.121102395968434,1.1841
0.8,0.83585639462424,0.456347421970113,4.2786
0.8,0.694634354103953,0.250964548097026,3.147
0.8,0.469900763622919,0.23226692529273,1.7544
0.8,0.794702498086527,0.469708310106048,4.4819
0.8,0.716800730001704,0.274430875212156,2.1844
0.8,0.864309958035692,0.682864070198972,6.4043
0.8,0.790122989837198,0.213074082453275,1.9338
0.8,0.846069584538593,0.149975594677862,4.407
0.8,0.748817510114582,0.0492520763483845,0.7424
0.8,0.697902290356787,0.317233700606962,2.827
0.8,0.633272443618554,0.246395147422768,3.9279
0.8,0.799976431154048,0.193546374359383,2.7456
0.8,0.697336518446375,0.313278719545433,3.7348
0.8,0.773637089987645,0.227715661014916,3.1442
0.8,0.904868307069255,1.05737101880762,7.8428
0.8,0.429138843703501,0.1989204960029,2.2667
0.8,0.693595897924691,0.393330497600175,4.4829
0.8,0.89340678272469,0.313796144433382,4.6977
0.8,0.556656136755604,0.356812188717024,3.6315
0.8,0.852677112155774,0.425855679734538,4.969
0.8,0.666457939616114,0.193966013909232,2.695
0.8,0.758220607683056,0.256712585312473,3.1068
0.8,0.781468948610907,0.325365897372795,3.696
0.8,0.735155755094422,0.23787200671918,2.2529
0.8,0.783687421447169,0.144602270638431,2.1367
0.8,0.887288000850615,0.298019433070555,3.3678
0.8,0.744631726930183,0.426513995470851,3.2508
0.8,0.670737084555446,0.0718599821329475,0.5651
0.8,0.706215865853589,0.134803996271179,2.262
0.8,0.775071379520672,0.145452675280911,1.8461
0.8,0.237981880718109,0.0532400547282817,-1.4581
0.8,0.85155668381082,0.223194089637993,2.4379
0.8,0.788669703610668,0.114812912762727,1.3576
0.8,0.612319875647154,0.318647229779772,2.8645
0.8,0.573960919435888,0.0670840097677745,0.8387
0.8,0.904102139321522,0.467701710801647,5.0685
0.8,0.842478998560529,0.341092264786766,3.1678
0.8,0.833423875521763,0.292278029950477,3.6033
0.8,0.7793369026819,0.357256076003223,3.9256
0.8,0.412816622930053,0.166892781989277,2.2207
0.8,0.761184346378442,0.253626675389405,3.7393
0.8,0.918451263826115,0.47381331743746,4.7905
0.8,0.589361739574142,0.197598627153622,3.2007
0.8,0.931182639354738,0.52617987551015,4.5515
0.8,0.820175190662497,0.1695680699202,3.126
0.8,0.855503928346837,0.0652674668625745,1.2216
0.8,0.74743887940797,0.175769658434963,3.6481
0.8,0.826023430670534,0.244779075369688,2.2709
0.8,0.813777906115435,0.309462372069383,2.988
0.85,0.764395062187774,0.102951729093062,1.6576
0.85,0.694577684842323,0.342276115191581,3.8776
0.85,0.84683113035079,0.343744643130974,3.0576
0.85,0.929018481376708,0.470077283204417,3.3345
0.85,0.79637090855826,0.146118324794958,1.7354
0.85,0.840161639211421,0.317012141107393,3.8264
0.85,0.980935345088163,0.710763193952518,4.32
0.85,0.869768812262283,0.0673121055737373,1.779
0.85,0.838868851033888,0.35603851891136,4.0818
0.85,0.414207515161569,0.172995703699185,1.7769
0.85,0.880968781003315,0.473424331043753,4.9527
0.85,0.84761722236861,0.357869844619855,2.826
0.85,1e-06,0.0246372636316863,0.5016
0.85,0.829407191245811,0.38494603308611,2.7671
0.85,0.683231355536377,0.0865597079036124,0.61
0.85,0.797776054602509,0.339354490088291,4.4789
0.85,0.641680190039632,0.233315569627133,3.4434
0.85,0.806937356110632,0.405055388511862,3.9136
0.85,0.846793235600769,0.150545072820487,1.98
0.85,0.846199997620151,0.117675431413029,0.6548
0.85,0.847351524665921,0.210095721727656,1.7257
0.85,0.958854849258696,0.663264168092906,5.6091
0.85,0.912574776227742,0.370897612907516,4.8283
0.85,0.936383245139645,0.466875732172881,5.0357
0.85,0.972459484610912,0.610735842087109,4.974
0.85,0.753007694739862,0.243363605288661,2.7087
0.85,0.757266916836504,0.219209160935691,2.6777
0.85,0.728632101271782,0.286463535531983,2.6652
0.85,0.992451736319304,0.867008023242716,7.3672
0.85,0.816805208204804,0.265730924700558,3.3454
0.85,0.959637033230408,0.451161449498533,2.9857
0.85,0.894046973883687,0.29823390247947,2.75
0.85,0.862471187703421,0.529198079576589,4.7464
0.85,0.562666518201805,0.304176249650374,2.7002
0.85,0.862628593502663,0.57237422771785,4.4958
0.85,0.928627290898802,0.470481602273867,3.6117
0.85,0.677613701941393,0.302511331738746,3.7007
0.85,0.783274359620112,0.0613101101550481,0.9687
0.85,0.974663981949761,0.668274633346007,3.8409
0.85,0.845278703814597,0.432089483893118,4.345
0.85,0.926118181439697,0.461010919505751,3.7847
0.85,0.877631580355291,0.291064206237943,4.2764
0.85,0.869634792523622,0.102081418965738,2.3949
0.85,0.832607404188953,0.203096814901716,1.386
0.85,0.750637629597664,0.279694558086455,2.8086
0.85,0.883669940798816,0.185708768502124,2.0897
0.85,0.700646104086473,0.313107638475835,2.2025
0.85,0.754185150725224,0.250698439460363,2.4106
0.85,0.827613055075767,0.332094285905193,3.299
0.85,0.974974883284982,0.421110676125894,2.5857
0.9,0.767874180661736,0.235406927146079,2.0832
0.9,0.902486930056977,0.256319437058993,3.2866
0.9,0.797935725298614,0.243420985982415,2.5421
0.9,0.875622409258754,0.195413360604711,2.6582
0.9,0.65913848177542,0.118438387612911,1.7319
0.9,0.872626203659063,0.335406970437208,4.467
0.9,0.767606189039067,0.180741244130545,3.1196
0.9,0.854271510919533,0.347159465673923,3.1712
0.9,0.950371291341824,0.983808348235766,8.8275
0.9,0.918987611026447,0.579409041509742,5.701
0.9,0.741161391133941,0.204415626311048,2.8542
0.9,0.887118353048526,0.265240993288932,2.732
0.9,0.870984701693073,0.29176135917562,3.9326
0.9,0.899327545102395,0.22492790308222,3.2097
0.9,0.922638580181749,0.592115650321468,3.9956
0.9,0.911503126230856,0.54882501472034,3.3206
0.9,0.943358929871413,0.968676527659327,7.967
0.9,0.906544501894106,0.339522434799326,5.8932
0.9,0.885708791735597,0.336572029351312,4.4407
0.9,0.918051753465324,0.780095798117829,5.4491
0.9,0.940159013115253,0.626543787056529,6.5423
0.9,0.798501384995375,0.222021176039243,2.6196
0.9,0.921942633767053,0.47124125192207,5.1952
0.9,0.896044093975072,0.24967466636879,2.7232
0.9,0.79579883809059,0.232142960579317,1.9675
0.9,0.886392476417051,0.400372132574499,3.391
0.9,0.844012075456054,0.200307787104379,2.3377
0.9,0.745719358340467,0.488432653707328,4.6371
0.9,0.954108025977309,0.481911289946459,4.9742
0.9,0.745755611616989,0.0254818363152358,-0.2612
0.9,0.790072776092997,0.183760642374627,2.2711
0.9,0.885735765192941,0.323003251482853,2.7441
0.9,0.907978165462438,0.446695981421946,4.656
0.9,0.805330451934738,0.39349696401537,3.4529
0.9,0.919752366856217,0.359242386836097,4.0621
0.9,0.958880902842025,0.505788527196414,4.4453
0.9,0.898238470315362,0.0229588697973614,0.7252
0.9,0.940854142672395,0.600888541993115,3.6813
0.9,0.726272251272552,0.278306996077016,2.8645
0.9,0.931520704127781,0.557834629855445,7.4757
0.9,0.956351944589146,0.619107098937249,6.3195
0.9,0.934058445613195,0.297532637627967,4.2705
0.9,0.886728101254244,0.405871689560967,4.2625
0.9,0.922095026132432,0.375620826170695,4.1663
0.9,0.812966966231506,0.322560435409973,3.5243
0.9,0.971220735123597,0.720091379242594,5.172
0.9,0.936731669559926,0.506777195749141,3.5027
0.9,0.87158830330485,0.343331594991459,3.5212
0.9,0.954421641850723,0.610509217121612,4.6823
0.9,0.992859679428591,0.592306797917373,4.8163
0.95,0.978253777284932,0.740629817803252,4.0124
0.95,0.967215203556674,0.85934745214138,5.9041
0.95,0.796474056347247,0.424977879210643,3.6824
0.95,0.985109786230194,0.728205469573644,7.4395
0.95,0.982759372621233,0.650177816382668,5.8852
0.95,0.978139039169468,0.431803747405611,4.271
0.95,0.970856898743228,0.335302231697696,3.7513
0.95,0.936395225673432,0.51893004093399,4.0475
0.95,1,1.47165165912531,7.755
0.95,0.933883258830176,0.440705049478497,4.5625
0.95,0.859334235504151,0.392117401748969,3.5254
0.95,0.917777875705646,0.405563538907612,5.2887
0.95,0.931606698052727,0.011191626539014,0.6696
0.95,0.947656202382788,0.309982170338387,2.4484
0.95,0.494694632195776,0.301199936702328,3.0909
0.95,0.873460808380902,0.514572510242444,5.1517
0.95,0.96375437557297,0.478600923482263,4.9631
0.95,0.923644510139483,0.641254335466877,5.6686
0.95,0.973195429025136,1.0976598171441,6.376
0.95,0.959460831957895,0.278085629163935,2.1335
0.95,0.956890907419273,0.12817277471601,2.7554
0.95,0.979749775335704,0.60439873775571,4.1522
0.95,0.967402157891763,0.622930481737993,4.7945
0.95,0.983020250006169,0.964701326094881,8.1165
0.95,0.942611734200051,0.167674161510319,2.3444
0.95,0.967015732729253,1.55771257381327,7.5404
0.95,0.948077505742547,0.41494453422768,3.2324
0.95,0.897054404575655,0.40058061726575,4.1409
0.95,0.929905622356809,0.894767758870149,6.7952
0.95,0.963311014690205,0.959800912433467,8.8363
0.95,0.924798833818607,0.225668905662904,4.365
0.95,0.87677130708934,0.364832593869198,2.5763
0.95,0.946026533129918,0.431090710904791,4.0111
0.95,0.962174076421968,0.595433698248578,3.7306
0.95,0.979738562985633,0.756139998876669,7.6018
0.95,0.930351104949103,0.384885863446692,4.0075
0.95,0.955148081692458,0.55412559385534,5.1282
0.95,0.912927564491565,0.724311745113453,6.4138
0.95,0.974577043953304,0.403764645806864,4.1159
0.95,0.954562732917857,1.06347212347897,6.4572
0.95,0.939286995204521,0.569560100940531,3.4741
0.95,1,1.328182823142,8.7072
0.95,0.852364643422433,0.237981388535283,2.6705
0.95,0.93646776462117,0.429784439833971,4.2227
0.95,0.946137299664645,0.351382567886057,3.8074
0.95,0.954519531053177,0.283784275852986,3.5921
0.95,0.978910028562114,0.163963442147882,2.023
0.95,0.853664438456797,0.324400554305622,3.4424
0.95,0.899542408509906,0.666022285469098,5.1065
0.95,0.96982243738807,0.596273507027237,5.4309
1,1,0.921908196174618,6.2859
1,1,1.2955621854849,6.0483
1,1,0.810325541741204,4.699
1,1,1.22779605874031,3.7821
1,1,0.80167627451838,6.1406
1,0.999786175574826,0.710604184725259,4.0031
1,1,1.25157760308106,6.6677
1,1,0.762594512558382,5.7531
1,0.971941386186432,0.711231947105082,5.5202
1,1,1.29202435593845,8.4676
1,1,1.0285540972824,7.591
1,0.959469456429085,0.436177540195306,4.8117
1,0.998590474496664,0.960061328928177,4.9676
1,1,1.2006642135068,5.0231
1,1,0.987937002482284,7.3143
1,1,0.521859581205838,2.7479
1,1,0.567585698320884,4.5742
1,1,1.30776290599444,8.1378
1,1,0.863591950081836,4.4566
1,0.998281590074127,0.837260795155404,5.211
1,1,1.10966028071168,4.25
1,1,0.893809611609367,7.6786
1,1,0.388080522853177,3.6955
1,0.994425818881463,0.693749462419338,6.8985
1,1,0.390086873953638,2.8453
1,1,0.968814164743751,8.0192
1,0.990810735505148,0.67490931920303,5.9039
1,1,1.75072207240976,6.0897
1,0.996472899806445,0.590171640697893,3.7059
1,1,1.34653132664922,8.3114
1,1,0.760675062073743,4.108
1,0.99897858444339,0.887671002309284,4.2939
1,1,1.83753100328518,6.1855
1,1,1.01226182058968,10.1492
1,1,0.87640074237013,4.4828
1,1,0.762680634892363,5.7341
1,1,1.01730533351542,7.8525
1,1,0.803055300132886,5.838
1,1,1.34512670072103,6.9302
1,0.997795668048918,0.642816844627901,5.5452
1,1,0.49095264867794,5.9768
1,0.975152516198132,0.55368007537468,3.5155
1,1,1.21989136911003,5.7917
1,1,0.675255594188629,5.2076
1,1,0.619254501155528,2.8401
1,1,0.80566005215966,6.4462
1,1,1.83120641965707,8.4611
1,1,1.30252461966272,3.8529
1,1,1.2780855028973,5.4832
1,0.993013333121457,1.12283397786237,7.5423
